index,id,atlas_id,depth,structure_id_path,color_hex_triplet,name,acronym
16242,16242,16242,12,/15564/15565/15566/15567/15738/16211/16212/16233///16235/16239/16242/,#00B3FF,"lower dorsal perifornical nucleus",LDPeF
16243,16243,16243,12,/15564/15565/15566/15567/15738/16211/16212/16233///16235/16239/16243/,#FF0062,"lower dorsal lateral hypothalamic area",LDLH
16244,16244,16244,11,/15564/15565/15566/15567/15738/16211/16212/16233///16235/16244/,#4200FF,"superficial stratum of PSPa",PSPas
16245,16245,16245,12,/15564/15565/15566/15567/15738/16211/16212/16233///16235/16244/16245/,#5DFF00,"ventral entopeduncular nucleus",EPV
16246,16246,16246,12,/15564/15565/15566/15567/15738/16211/16212/16233///16235/16244/16246/,#D400FF,"dorsoventral lateral hypothalamic area",DVLH
16247,16247,16247,6,/15564/15565/15566/15567/15738/16211/16247/,#FF00AB,"basal peduncular hypothalamus",PHyB
16248,16248,16248,7,/15564/15565/15566/15567/15738/16211/16247/16248/,#0074FF,"dorsal part of PHyB",PHyB-D
16249,16249,16249,10,/15564/15565/15566/15567/15738/16211/16247/16248///16249/,#77FF00,"ventricular zone of PHyB-D",PHyB-Dv
16250,16250,16250,10,/15564/15565/15566/15567/15738/16211/16247/16248///16250/,#FF3100,"mantle zone of PHyB-D",PHyB-Dm
16251,16251,16251,11,/15564/15565/15566/15567/15738/16211/16247/16248///16250/16251/,#E100FF,"periventricular stratum of PHyB-D",PHyB-Dp
16252,16252,16252,12,/15564/15565/15566/15567/15738/16211/16247/16248///16250/16251/16252/,#36FF00,"posterobasal nucleus, periventricular part",PBasp
16253,16253,16253,11,/15564/15565/15566/15567/15738/16211/16247/16248///16250/16253/,#FF00FD,"intermediate stratum of PHyB-D",PHyB-Di
16254,16254,16254,12,/15564/15565/15566/15567/15738/16211/16247/16248///16250/16253/16254/,#0064FF,"posterobasal nucleus, intermediate part",PBasi
16255,16255,16255,12,/15564/15565/15566/15567/15738/16211/16247/16248///16250/16253/16255/,#FFBE00,"upper basal lateral hypothalamic area",UBLH
16256,16256,16256,12,/15564/15565/15566/15567/15738/16211/16247/16248///16250/16253/16256/,#FFDC00,"upper basal perifornical nucleus",UBPeF
16257,16257,16257,11,/15564/15565/15566/15567/15738/16211/16247/16248///16250/16257/,#00FF1D,"superficial stratum of PHyB-D",PHyB-Ds
16258,16258,16258,12,/15564/15565/15566/15567/15738/16211/16247/16248///16250/16257/16258/,#00FF79,"magnocellular superficial hypothalamic nucleus",MCSH
16259,16259,16259,7,/15564/15565/15566/15567/15738/16211/16247/16259/,#8BFF00,"intermediate part of PHyB",PHyB-I
16260,16260,16260,10,/15564/15565/15566/15567/15738/16211/16247/16259///16260/,#FFEC00,"ventricular zone of PHyB-I",PHyB-Iv
16261,16261,16261,10,/15564/15565/15566/15567/15738/16211/16247/16259///16261/,#FFC900,"mantle zone of PHyB-I",PHyB-Im
16262,16262,16262,11,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16262/,#0022FF,"periventricular stratum of PHyB-I",PHyB-Ip
16263,16263,16263,12,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16262/16263/,#9A00FF,"periventricular domain associated to P-DMH",P-DMHp
16264,16264,16264,11,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16264/,#00FF89,"intermediate stratum of PHyB-I",PHyB-Ii
16265,16265,16265,12,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16264/16265/,#FF4300,"peduncular part of dorsomedial hypothalamic nucleus",P-DMH
16266,16266,16266,13,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16264/16265/16266/,#00A4FF,"core of P-DMH",P-DMHc
16267,16267,16267,13,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16264/16265/16267/,#FF3900,"shell of P-DMH",P-DMHs
16268,16268,16268,12,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16264/16268/,#FDFF00,"lower basal lateral hypothalamic area",LBLH
16269,16269,16269,12,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16264/16269/,#00F3FF,"lower basal perifornical nucleus",LBPeF
16270,16270,16270,11,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16270/,#FF006D,"superficial stratum of PHyB-I",PHyB-Is
16271,16271,16271,12,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16270/16271/,#4A00FF,"lateral tuberal nucleus",LTu
16272,16272,16272,12,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16270/16272/,#71FF00,"subthalamic nucleus (migrated)",STh
16273,16273,16273,12,/15564/15565/15566/15567/15738/16211/16247/16259///16261/16270/16273/,#FFC400,"parasubthalamic nucleus (migrated)",PSTh
16274,16274,16274,7,/15564/15565/15566/15567/15738/16211/16247/16274/,#0010FF,"ventral part of PHyB",PHyB-V
16275,16275,16275,10,/15564/15565/15566/15567/15738/16211/16247/16274///16275/,#80FF00,"ventricular zone of PHyB-V",PHyB-Vv
16276,16276,16276,12,/15564/15565/15566/15567/15738/16211/16247/16274///16275//16276/,#00F9FF,"hypothalamic ventricular organ, peduncular part",P-HVO
16277,16277,16277,10,/15564/15565/15566/15567/15738/16211/16247/16274///16277/,#00FF09,"mantle zone of PHyB-V",PHyB-Vm
16278,16278,16278,11,/15564/15565/15566/15567/15738/16211/16247/16274///16277/16278/,#FF7300,"periventricular stratum of PHyB-V",PHyB-Vp
16279,16279,16279,12,/15564/15565/15566/15567/15738/16211/16247/16274///16277/16278/16279/,#FF0095,"dorsal tuberomammillary nucleus, periventricular part (histaminergic)",DTMp
16280,16280,16280,11,/15564/15565/15566/15567/15738/16211/16247/16274///16277/16280/,#FF9100,"intermediate stratum of PHyB-V",PHyB-Vi
16281,16281,16281,12,/15564/15565/15566/15567/15738/16211/16247/16274///16277/16280/16281/,#0034FF,"dorsal tuberomammillary nucleus, intermediate part (histaminergic)",DTMi
16282,16282,16282,11,/15564/15565/15566/15567/15738/16211/16247/16274///16277/16282/,#00FF74,"superficial stratum of PHyB-V",PHyB-Vs
16283,16283,16283,12,/15564/15565/15566/15567/15738/16211/16247/16274///16277/16282/16283/,#00D4FF,"paraterete nucleus",PTe
16284,16284,16284,12,/15564/15565/15566/15567/15738/16211/16247/16274///16277/16282/16284/,#0038FF,"caudal tuberomammillary nucleus (histaminergic)",CTM
16285,16285,16285,7,/15564/15565/15566/15567/15738/16211/16247/16285/,#07FF00,"perimammillary part of PHyB",PHyB-P
16286,16286,16286,10,/15564/15565/15566/15567/15738/16211/16247/16285///16286/,#0015FF,"ventricular zone of PHyB-P",PHyB-Pv
16287,16287,16287,10,/15564/15565/15566/15567/15738/16211/16247/16285///16287/,#00FFC7,"mantle zone of PHyB-P",PHyB-Pm
16288,16288,16288,11,/15564/15565/15566/15567/15738/16211/16247/16285///16287/16288/,#0052FF,"periventricular stratum of PHyB-P",PHyB-Pp
16289,16289,16289,12,/15564/15565/15566/15567/15738/16211/16247/16285///16287/16288/16289/,#FFCB00,"periventricular periretromammillary nucleus",PPRM
16290,16290,16290,11,/15564/15565/15566/15567/15738/16211/16247/16285///16287/16290/,#FF008C,"intermediate stratum of PHyB-P",PHyB-Pi
16291,16291,16291,12,/15564/15565/15566/15567/15738/16211/16247/16285///16287/16290/16291/,#FF3C00,"intermediate periretromammillary nucleus",IPRM
16292,16292,16292,11,/15564/15565/15566/15567/15738/16211/16247/16285///16287/16292/,#51FF00,"superficial stratum of PHyB-P",PHyB-Ps
16293,16293,16293,12,/15564/15565/15566/15567/15738/16211/16247/16285///16287/16292/16293/,#00FF1C,"lateral periretromammillary nucleus",LPRM
16294,16294,16294,7,/15564/15565/15566/15567/15738/16211/16247/16294/,#24FF00,"mammillary part of PHyB",PHyB-M
16295,16295,16295,8,/15564/15565/15566/15567/15738/16211/16247/16294/16295/,#FF8800,"retromammillary area",RMa
16296,16296,16296,10,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16296/,#007FFF,"ventricular zone of RMa",RMav
16297,16297,16297,10,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/,#009DFF,"mantle zone of RMa",RMam
16298,16298,16298,11,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/16298/,#00FFFB,"periventricular stratum of RMa",RMap
16299,16299,16299,12,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/16298/16299/,#00FFE0,"retromammillary area, medial part",RMM
16300,16300,16300,12,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/16298/16300/,#FF009B,"submammillothalamic nucleus",SMT
16301,16301,16301,11,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/16301/,#01FF00,"intermediate stratum of RMa",RMai
16302,16302,16302,12,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/16301/16302/,#FF4000,"retromammillary area, lateral part",RML
16303,16303,16303,11,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/16303/,#6E00FF,"superficial stratum of RMa",RMas
16304,16304,16304,12,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/16303/16304/,#00DBFF,"subthalamic nucleus (migratory origin)",SThO
16305,16305,16305,12,/15564/15565/15566/15567/15738/16211/16247/16294/16295//16297/16303/16305/,#00FFB2,"parasubthalamic nucleus (migratory origin)",PSThO
16306,16306,16306,6,/15564/15565/15566/15567/15738/16211/16306/,#00BBFF,"floor of peduncular hypothalamus",PHyF
16307,16307,16307,7,/15564/15565/15566/15567/15738/16211/16306/16307/,#FF006E,"retromammillary floor",RMaF
16308,16308,16308,3,/15564/15565/15566/16308/,#00FF07,"diencephalon",D
16309,16309,16309,4,/15564/15565/15566/16308/16309/,#7D00FF,"prosomere 3",p3
16310,16310,16310,5,/15564/15565/15566/16308/16309/16310/,#0045FF,"prethalamus",PTh
16311,16311,16311,6,/15564/15565/15566/16308/16309/16310/16311/,#FF3F00,"roof plate of p3",p3R
16312,16312,16312,7,/15564/15565/15566/16308/16309/16310/16311/16312/,#FF009F,"choroidal tissue of p3",p3Ch
111220576,111220576,111220576,10,/15564/15565/15566/16308/16309/16310/16311/16312///111220576/,#FFF600,"ventricular zone of p3Ch",p3Chv
111220578,111220578,111220578,10,/15564/15565/15566/16308/16309/16310/16311/16312///111220578/,#FF9400,"mantle zone of p3Ch",p3Chm
16313,16313,16313,6,/15564/15565/15566/16308/16309/16310/16313/,#00FFF2,"alar plate of p3 (alar prethalamus)",p3A
16314,16314,16314,7,/15564/15565/15566/16308/16309/16310/16313/16314/,#FF5400,"dorsal part of alar p3",p3AD
16315,16315,16315,8,/15564/15565/15566/16308/16309/16310/16313/16314/16315/,#C8FF00,"prethalamic eminence",PThE
16316,16316,16316,10,/15564/15565/15566/16308/16309/16310/16313/16314/16315//16316/,#FFFB00,"ventricular zone of PThE",PThEv
16317,16317,16317,10,/15564/15565/15566/16308/16309/16310/16313/16314/16315//16317/,#00FFAD,"mantle zone of PThE",PThEm
16318,16318,16318,11,/15564/15565/15566/16308/16309/16310/16313/16314/16315//16317/16318/,#0077FF,"periventricular stratum of PThE",PThEp
16319,16319,16319,11,/15564/15565/15566/16308/16309/16310/16313/16314/16315//16317/16319/,#00F4FF,"intermediate stratum of PThE",PThEi
16320,16320,16320,12,/15564/15565/15566/16308/16309/16310/16313/16314/16315//16317/16319/16320/,#50FF00,"nucleus of the stria medullaris (prethalamic)",SM
16321,16321,16321,11,/15564/15565/15566/16308/16309/16310/16313/16314/16315//16317/16321/,#3900FF,"superficial stratum of PThE",PThEs
16322,16322,16322,7,/15564/15565/15566/16308/16309/16310/16313/16322/,#FFFC00,"lateral part of alar p3",p3AL
16323,16323,16323,8,/15564/15565/15566/16308/16309/16310/16313/16322/16323/,#009FFF,"reticular complex",RtC
16324,16324,16324,10,/15564/15565/15566/16308/16309/16310/16313/16322/16323//16324/,#FF008A,"ventricular zone of RtC",RtCv
16325,16325,16325,10,/15564/15565/15566/16308/16309/16310/16313/16322/16323//16325/,#00FF67,"mantle zone of RtC",RtCm
16326,16326,16326,11,/15564/15565/15566/16308/16309/16310/16313/16322/16323//16325/16326/,#00FF34,"periventricular stratum of RtC",RtCp
16327,16327,16327,12,/15564/15565/15566/16308/16309/16310/16313/16322/16323//16325/16326/16327/,#14FF00,"retrohypothalamic nucleus",RHy
16328,16328,16328,11,/15564/15565/15566/16308/16309/16310/16313/16322/16323//16325/16328/,#FFEE00,"intermediate stratum of RtC",RtCi
16329,16329,16329,12,/15564/15565/15566/16308/16309/16310/16313/16322/16323//16325/16328/16329/,#2AFF00,"reticular nucleus",Rt
16330,16330,16330,11,/15564/15565/15566/16308/16309/16310/16313/16322/16323//16325/16330/,#0026FF,"superficial stratum of RtC",RtCs
16331,16331,16331,12,/15564/15565/15566/16308/16309/16310/16313/16322/16323//16325/16330/16331/,#7200FF,"subgeniculate nucleus",SubG
16332,16332,16332,7,/15564/15565/15566/16308/16309/16310/16313/16332/,#FF2100,"posteroventral part of alar p3",p3APV
111220580,111220580,111220580,10,/15564/15565/15566/16308/16309/16310/16313/16332///111220580/,#FF7F00,"ventricular zone of p3APV",p3APVv
111220582,111220582,111220582,10,/15564/15565/15566/16308/16309/16310/16313/16332///111220582/,#00FF63,"mantle zone of p3APV",p3APVm
16333,16333,16333,8,/15564/15565/15566/16308/16309/16310/16313/16332/16333/,#FF0022,"prethalamic (p3) zona limitans domain",p3ZL
16334,16334,16334,10,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16334/,#007BFF,"ventricular zone of p3ZL",p3ZLv
16335,16335,16335,10,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16335/,#E500FF,"mantle zone of p3ZL",p3ZLm
16336,16336,16336,11,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16335/16336/,#00C3FF,"periventricular stratum of p3ZL",p3ZLp
16337,16337,16337,12,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16335/16336/16337/,#F5FF00,"shell of p3ZL",p3ZLS
16338,16338,16338,11,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16335/16338/,#0030FF,"intermediate stratum of p3ZL",p3ZLi
16339,16339,16339,12,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16335/16338/16339/,#FF2E00,"intercalate nucleus",IntC
16340,16340,16340,11,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16335/16340/,#FF0051,"superficial stratum of p3ZL",p3ZLs
16341,16341,16341,12,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16335/16340/16341/,#00EEFF,"pregeniculate nucleus",PreG
16342,16342,16342,12,/15564/15565/15566/16308/16309/16310/16313/16332/16333//16335/16340/16342/,#54FF00,"peripeduncular nucleus",PP
16343,16343,16343,8,/15564/15565/15566/16308/16309/16310/16313/16332/16343/,#82FF00,"zona incerta complex",ZIC
16344,16344,16344,10,/15564/15565/15566/16308/16309/16310/16313/16332/16343//16344/,#C700FF,"ventricular zone of ZIC",ZICv
16345,16345,16345,10,/15564/15565/15566/16308/16309/16310/16313/16332/16343//16345/,#FF00E6,"mantle zone of ZIC",ZICm
16346,16346,16346,11,/15564/15565/15566/16308/16309/16310/16313/16332/16343//16345/16346/,#FF003E,"periventricular stratum of ZIC",ZICp
16347,16347,16347,12,/15564/15565/15566/16308/16309/16310/16313/16332/16343//16345/16346/16347/,#FF00A7,"magnocellular (periventricular) zona incerta",ZIM
16348,16348,16348,11,/15564/15565/15566/16308/16309/16310/16313/16332/16343//16345/16348/,#FFD900,"intermediate stratum of ZIC",ZICi
16349,16349,16349,12,/15564/15565/15566/16308/16309/16310/16313/16332/16343//16345/16348/16349/,#B300FF,"rostral zona incerta",RZI
16350,16350,16350,11,/15564/15565/15566/16308/16309/16310/16313/16332/16343//16345/16350/,#FF9500,"superficial stratum of ZIC",ZICs
16352,16352,16352,5,/15564/15565/15566/16308/16309/16352/,#FF0066,"prethalamic tegmentum",PThTg
16353,16353,16353,6,/15564/15565/15566/16308/16309/16352/16353/,#C500FF,"basal plate of p3",p3B
16354,16354,16354,10,/15564/15565/15566/16308/16309/16352/16353////16354/,#006FFF,"ventricular zone of p3B",p3Bv
16355,16355,16355,10,/15564/15565/15566/16308/16309/16352/16353////16355/,#0061FF,"mantle zone of p3B",p3Bm
16356,16356,16356,11,/15564/15565/15566/16308/16309/16352/16353////16355/16356/,#A800FF,"periventricular stratum of p3B",p3Bp
16357,16357,16357,12,/15564/15565/15566/16308/16309/16352/16353////16355/16356/16357/,#00FFD6,"p3 portion of the pre-Edinger-Westphal nucleus",p3PEW
16358,16358,16358,11,/15564/15565/15566/16308/16309/16352/16353////16355/16358/,#3D00FF,"intermediate stratum of p3B",p3Bi
16359,16359,16359,12,/15564/15565/15566/16308/16309/16352/16353////16355/16358/16359/,#EA00FF,"p3 part of the ZL core",p3ZLC
16360,16360,16360,12,/15564/15565/15566/16308/16309/16352/16353////16355/16358/16360/,#00CCFF,"caudal zona incerta",CZI
16361,16361,16361,12,/15564/15565/15566/16308/16309/16352/16353////16355/16358/16361/,#6000FF,"tegmental field of p3 (Forel's field)",p3Tg
16362,16362,16362,12,/15564/15565/15566/16308/16309/16352/16353////16355/16358/16362/,#FDFF00,"gemini nuclei",Gem
16363,16363,16363,12,/15564/15565/15566/16308/16309/16352/16353////16355/16358/16363/,#00FF44,"p3 portion of parabrachial pigmented nucleus",p3PBP
16364,16364,16364,11,/15564/15565/15566/16308/16309/16352/16353////16355/16364/,#00CDFF,"superficial stratum of p3B",p3Bs
16351,16351,16351,12,/15564/15565/15566/16308/16309/16352/16353////16355/16364/16351/,#FF006F,"accessory entopeduncular nucleus (post-migratory)",EPAc
16365,16365,16365,12,/15564/15565/15566/16308/16309/16352/16353////16355/16364/16365/,#4AFF00,"p3 portion of the substantia nigra pars compacta",p3SNC
16366,16366,16366,12,/15564/15565/15566/16308/16309/16352/16353////16355/16364/16366/,#8B00FF,"p3 portion of the substantia nigra pars reticulata",p3SNR
16367,16367,16367,12,/15564/15565/15566/16308/16309/16352/16353////16355/16364/16367/,#00CEFF,"p3 portion of paranigral nucleus",p3PN
16368,16368,16368,6,/15564/15565/15566/16308/16309/16352/16368/,#FF7E00,"floor plate of p3",p3F
16369,16369,16369,10,/15564/15565/15566/16308/16309/16352/16368////16369/,#8FFF00,"ventricular zone of p3F",p3Fv
16370,16370,16370,10,/15564/15565/15566/16308/16309/16352/16368////16370/,#00FF7E,"mantle zone of p3F",p3Fm
16371,16371,16371,11,/15564/15565/15566/16308/16309/16352/16368////16370/16371/,#47FF00,"periventricular stratum of p3F",p3Fp
16372,16372,16372,11,/15564/15565/15566/16308/16309/16352/16368////16370/16372/,#FF2900,"intermediate stratum of p3F",p3Fi
16373,16373,16373,11,/15564/15565/15566/16308/16309/16352/16368////16370/16373/,#FF4900,"superficial stratum of p3F",p3Fs
16374,16374,16374,12,/15564/15565/15566/16308/16309/16352/16368////16370/16373/16374/,#FF0034,"p3 portion of the ventral tegmental area",p3VTA
16375,16375,16375,4,/15564/15565/15566/16308/16375/,#00FF8B,"prosomere 2",p2
16376,16376,16376,5,/15564/15565/15566/16308/16375/16376/,#00A1FF,"thalamus",Th
16377,16377,16377,6,/15564/15565/15566/16308/16375/16376/16377/,#6600FF,"roof plate of p2 (epithalamic roofplate)",p2R
16378,16378,16378,7,/15564/15565/15566/16308/16375/16376/16377/16378/,#0036FF,"choroidal tissue of p2",p2Ch
111220584,111220584,111220584,10,/15564/15565/15566/16308/16375/16376/16377/16378///111220584/,#FF00AF,"ventricular zone of p2Ch",p2Chv
111220586,111220586,111220586,10,/15564/15565/15566/16308/16375/16376/16377/16378///111220586/,#00FFCC,"mantle zone of p2Ch",p2Chm
16379,16379,16379,12,/15564/15565/15566/16308/16375/16376/16377/16378/////16379/,#4200FF,"bed of the habenular commissure",BHbC
16380,16380,16380,7,/15564/15565/15566/16308/16375/16376/16377/16380/,#FF009F,"pineal gland (epiphysis) and stalk",Pi
16381,16381,16381,7,/15564/15565/15566/16308/16375/16376/16377/16381/,#FF00E8,"retrohabenular thalamic area",RHb
16382,16382,16382,6,/15564/15565/15566/16308/16375/16376/16382/,#FF002F,"alar plate of p2 (alar thalamus)",p2A
16383,16383,16383,7,/15564/15565/15566/16308/16375/16376/16382/16383/,#00B1FF,"dorsal part of alar p2",p2AD
16384,16384,16384,8,/15564/15565/15566/16308/16375/16376/16382/16383/16384/,#FF0097,"habenula (old epithalamus)",Hb
16385,16385,16385,10,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16385/,#38FF00,"ventricular zone of Hb",Hbv
16386,16386,16386,10,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/,#0008FF,"mantle zone of Hb",Hbm
16387,16387,16387,11,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/16387/,#00DDFF,"periventricular stratum of Hb",Hbp
16388,16388,16388,12,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/16387/16388/,#0085FF,"medial habenular nucleus",MHb
16389,16389,16389,12,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/16387/16389/,#00FBFF,"medial subhabenular nucleus",MSHb
16390,16390,16390,11,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/16390/,#007DFF,"intermediate stratum of Hb",Hbi
16391,16391,16391,12,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/16390/16391/,#FF8600,"medial part of the lateral habenular nucleus",LHbM
16392,16392,16392,12,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/16390/16392/,#FFC200,"lateral subhabenular nucleus",LSHb
16393,16393,16393,11,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/16393/,#A8FF00,"superficial stratum of Hb",Hbs
16394,16394,16394,12,/15564/15565/15566/16308/16375/16376/16382/16383/16384//16386/16393/16394/,#00FFA7,"lateral part of the lateral habenular nucleus",LHbL
16395,16395,16395,7,/15564/15565/15566/16308/16375/16376/16382/16395/,#0095FF,"lateral part of alar p2",p2AL
111220588,111220588,111220588,10,/15564/15565/15566/16308/16375/16376/16382/16395///111220588/,#FF00FF,"ventricular zone of p2AL",p2ALv
111220590,111220590,111220590,10,/15564/15565/15566/16308/16375/16376/16382/16395///111220590/,#9F00FF,"mantle zone of p2AL",p2ALm
16396,16396,16396,8,/15564/15565/15566/16308/16375/16376/16382/16395/16396/,#4E00FF,"dorsal tier of thalamus",DTTh
16397,16397,16397,10,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16397/,#FFDF00,"ventricular zone of DTTh",DTThv
16398,16398,16398,10,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/,#FF5500,"mantle zone of DTTh",DTThm
16399,16399,16399,11,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/,#FFFF00,"periventricular stratum of DTTh",DTThp
16400,16400,16400,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16400/,#FF00B1,"anterior paraventricular nucleus of thalamus",PVA
16401,16401,16401,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16401/,#0800FF,"intermediodorsal nucleus",IMD
16402,16402,16402,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16402/,#FF3800,"centromedian nucleus",CM
16403,16403,16403,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16403/,#00EDFF,"interanteromedial nucleus",IAM
16404,16404,16404,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16404/,#0020FF,"interanterodorsal nucleus",IAD
16405,16405,16405,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16405/,#AAFF00,"rhomboid nucleus",Rh
16406,16406,16406,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16406/,#FF9D00,"reuniens nucleus, main part",Re
16407,16407,16407,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16407/,#2000FF,"retroreuniens nucleus",RRe
16408,16408,16408,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16399/16408/,#FF0010,"ventral reuniens nucleus",VRe
16409,16409,16409,11,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/,#E200FF,"intermediate stratum of DTTh",DTThi
16410,16410,16410,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16410/,#0099FF,"paratenial nucleus",PT
16411,16411,16411,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16411/,#3700FF,"mediodorsal nucleus",MD
16412,16412,16412,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16411/16412/,#FF0D00,"medial (magnocellular) part of MD",MDM
16413,16413,16413,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16411/16413/,#004FFF,"lateral (parvicellular) part of MD",MDL
16414,16414,16414,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16411/16414/,#BB00FF,"central part of MD",MDC
16415,16415,16415,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16415/,#FFC200,"intralaminar nuclei",IL
16416,16416,16416,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16415/16416/,#3CFF00,"paracentral nucleus",PC
16417,16417,16417,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16415/16417/,#E2FF00,"oval paracentral nucleus",OPC
16418,16418,16418,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16415/16418/,#00FF15,"central lateral nucleus",CL
16419,16419,16419,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16419/,#00FF9D,"anterior nuclei",A
16420,16420,16420,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16419/16420/,#FFF800,"anterodorsal nucleus",AD
16421,16421,16421,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16419/16421/,#00FF18,"anteroventral nucleus",AV
16422,16422,16422,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16419/16422/,#000CFF,"anteromedial nucleus",AM
16423,16423,16423,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/,#DB00FF,"ventral nuclei",V
16424,16424,16424,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16424/,#0BFF00,"ventromedial nucleus",VM
16425,16425,16425,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16425/,#17FF00,"posterior ventromedial nucleus",VMP
16426,16426,16426,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16426/,#00FF70,"submedius thalamic nucleus",SubM
16427,16427,16427,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16427/,#00FFA0,"ventral anterior nucleus",VA
16428,16428,16428,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16428/,#00FFB2,"ventral lateral nucleus",VL
16429,16429,16429,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16429/,#FF007F,"ventral posteromedial nucleus",VPM
16430,16430,16430,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16430/,#00FF2F,"ventral posterolateral nucleus",VPL
16431,16431,16431,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16431/,#9600FF,"ventral posterior parvicellular nucleus",VPPC
16432,16432,16432,13,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16409/16423/16432/,#FF7100,"posterior (ventral) nucleus",Po
16433,16433,16433,11,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16433/,#FF5E00,"superficial stratum of DTTh",DTThs
16434,16434,16434,12,/15564/15565/15566/16308/16375/16376/16382/16395/16396//16398/16433/16434/,#00FFF7,"laterodorsal nucleus",LD
